video_id,label,frames,label_id,shape,format
1285,Tidak ada gerakan,37,2,"(100, 176)",JPEG
1326,Tidak ada gerakan,37,2,"(100, 176)",JPEG
1356,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
1383,Tidak ada gerakan,37,2,"(100, 176)",JPEG
1385,Mengetuk Jari,37,1,"(100, 176)",JPEG
1393,Tidak ada gerakan,37,2,"(100, 176)",JPEG
1394,Mengetuk Jari,37,1,"(100, 176)",JPEG
1395,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
1407,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
1420,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
1431,Mengetuk Jari,37,1,"(100, 176)",JPEG
1452,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
1460,Tidak ada gerakan,37,2,"(100, 176)",JPEG
1501,Tidak ada gerakan,37,2,"(100, 176)",JPEG
1506,Mengetuk Jari,37,1,"(100, 176)",JPEG
1507,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
1526,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
1536,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
1628,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
1649,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
1670,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
1672,Menarik Dua Jari Masuk,37,4,"(100, 132)",JPEG
1675,Mengetuk Jari,37,1,"(100, 176)",JPEG
1689,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
1709,Menarik Dua Jari Masuk,37,4,"(100, 132)",JPEG
1730,Menarik Dua Jari Masuk,37,4,"(100, 132)",JPEG
1765,Tidak ada gerakan,37,2,"(100, 176)",JPEG
1769,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
1796,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
1803,Menarik Dua Jari Masuk,37,4,"(100, 132)",JPEG
1885,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
1904,Tidak ada gerakan,37,2,"(100, 176)",JPEG
1923,Menarik Tangan Masuk,37,3,"(100, 132)",JPEG
1939,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
1940,Tidak ada gerakan,37,2,"(100, 176)",JPEG
1944,Tidak ada gerakan,37,2,"(100, 176)",JPEG
1967,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
2066,Tidak ada gerakan,37,2,"(100, 132)",JPEG
2096,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
2098,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
2100,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
2113,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
2118,Mengetuk Jari,37,1,"(100, 176)",JPEG
2141,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
2144,Tidak ada gerakan,37,2,"(100, 176)",JPEG
2170,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
2205,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
2212,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
2215,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
2225,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
2239,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
2243,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
2259,Tidak ada gerakan,37,2,"(100, 176)",JPEG
2278,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
2285,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
2301,Tidak ada gerakan,37,2,"(100, 176)",JPEG
2302,Mengetuk Jari,37,1,"(100, 176)",JPEG
2305,Menarik Tangan Masuk,37,3,"(100, 132)",JPEG
2329,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
2367,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
2370,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
2400,Menarik Tangan Masuk,37,3,"(100, 132)",JPEG
2423,Menarik Tangan Masuk,37,3,"(100, 132)",JPEG
2432,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
2461,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
2471,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
2482,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
2505,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
2509,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
2523,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
2524,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
2531,Mengetuk Jari,37,1,"(100, 176)",JPEG
2534,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
2547,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
2555,Mengetuk Jari,37,1,"(100, 176)",JPEG
2566,Mengetuk Jari,37,1,"(100, 176)",JPEG
2573,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
2591,Menarik Tangan Masuk,37,3,"(100, 132)",JPEG
2593,Menarik Dua Jari Masuk,37,4,"(100, 132)",JPEG
2609,Menarik Tangan Masuk,37,3,"(100, 132)",JPEG
2666,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
2689,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
2729,Tidak ada gerakan,37,2,"(100, 176)",JPEG
2733,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
2741,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
2761,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
2775,Mengetuk Jari,37,1,"(100, 176)",JPEG
2776,Mengetuk Jari,37,1,"(100, 176)",JPEG
2782,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
2787,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
2790,Tidak ada gerakan,37,2,"(100, 176)",JPEG
2793,Tidak ada gerakan,37,2,"(100, 176)",JPEG
2800,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
2804,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
2834,Mengetuk Jari,37,1,"(100, 176)",JPEG
2850,Tidak ada gerakan,37,2,"(100, 176)",JPEG
2852,Menarik Dua Jari Masuk,37,4,"(100, 132)",JPEG
2863,Mengetuk Jari,37,1,"(100, 176)",JPEG
2875,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
2901,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
2902,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
2903,Mendorong Tangan Menjauh,37,5,"(100, 132)",JPEG
2923,Tidak ada gerakan,37,2,"(100, 176)",JPEG
2943,Mengetuk Jari,37,1,"(100, 176)",JPEG
2953,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
2955,Menarik Tangan Masuk,37,3,"(100, 132)",JPEG
2970,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
2980,Tidak ada gerakan,37,2,"(100, 176)",JPEG
3113,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
3197,Tidak ada gerakan,37,2,"(100, 176)",JPEG
3198,Menarik Tangan Masuk,37,3,"(100, 132)",JPEG
3200,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
3210,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
3218,Menarik Tangan Masuk,37,3,"(100, 132)",JPEG
3224,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
3231,Mendorong Tangan Menjauh,37,5,"(100, 132)",JPEG
3239,Tidak ada gerakan,37,2,"(100, 132)",JPEG
3266,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
3283,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
3285,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
3296,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
3306,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
3331,Menarik Tangan Masuk,37,3,"(100, 132)",JPEG
3342,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
3428,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
3434,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
3442,Tidak ada gerakan,37,2,"(100, 132)",JPEG
3451,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
3456,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
3509,Menarik Dua Jari Masuk,37,4,"(100, 132)",JPEG
3537,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
3559,Tidak ada gerakan,37,2,"(100, 176)",JPEG
3611,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
3631,Mengetuk Jari,37,1,"(100, 176)",JPEG
3632,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
3662,Mendorong Tangan Menjauh,37,5,"(100, 132)",JPEG
3671,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
3689,Mengetuk Jari,37,1,"(100, 176)",JPEG
3699,Mengetuk Jari,37,1,"(100, 176)",JPEG
3725,Tidak ada gerakan,37,2,"(100, 176)",JPEG
3737,Mengetuk Jari,37,1,"(100, 176)",JPEG
3748,Menarik Dua Jari Masuk,37,4,"(100, 132)",JPEG
3770,Mengetuk Jari,37,1,"(100, 176)",JPEG
3772,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
3781,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
3814,Tidak ada gerakan,37,2,"(100, 176)",JPEG
3822,Tidak ada gerakan,37,2,"(100, 176)",JPEG
3823,Tidak ada gerakan,37,2,"(100, 176)",JPEG
3839,Mengetuk Jari,37,1,"(100, 132)",JPEG
3892,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
3923,Mendorong Tangan Menjauh,37,5,"(100, 132)",JPEG
3930,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
3934,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
3935,Tidak ada gerakan,37,2,"(100, 176)",JPEG
3954,Mendorong Tangan Menjauh,37,5,"(100, 132)",JPEG
3955,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
3977,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
3988,Tidak ada gerakan,37,2,"(100, 176)",JPEG
4014,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
4060,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
4066,Tidak ada gerakan,37,2,"(100, 176)",JPEG
4082,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
4108,Mengetuk Jari,37,1,"(100, 176)",JPEG
4131,Tidak ada gerakan,37,2,"(100, 176)",JPEG
4156,Tidak ada gerakan,37,2,"(100, 176)",JPEG
4180,Mengetuk Jari,37,1,"(100, 176)",JPEG
4195,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
4205,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
4212,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
4233,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
4241,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
4246,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
4273,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
4274,Mengetuk Jari,37,1,"(100, 176)",JPEG
4290,Tidak ada gerakan,37,2,"(100, 176)",JPEG
4298,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
4304,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
4346,Tidak ada gerakan,37,2,"(100, 176)",JPEG
4356,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
4377,Mengetuk Jari,37,1,"(100, 132)",JPEG
4394,Mendorong Tangan Menjauh,37,5,"(100, 132)",JPEG
4396,Mengetuk Jari,37,1,"(100, 176)",JPEG
4433,Tidak ada gerakan,37,2,"(100, 176)",JPEG
4437,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
4441,Tidak ada gerakan,37,2,"(100, 176)",JPEG
4446,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
4450,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
4461,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
4498,Mengetuk Jari,37,1,"(100, 176)",JPEG
4515,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
4558,Mengetuk Jari,37,1,"(100, 176)",JPEG
4565,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
4566,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
4568,Mendorong Tangan Menjauh,37,5,"(100, 132)",JPEG
4577,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
4579,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
4596,Mengetuk Jari,37,1,"(100, 176)",JPEG
4605,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
4608,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
4640,Mengetuk Jari,37,1,"(100, 176)",JPEG
4666,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
4687,Menarik Tangan Masuk,37,3,"(100, 132)",JPEG
4720,Tidak ada gerakan,37,2,"(100, 176)",JPEG
4733,Tidak ada gerakan,37,2,"(100, 176)",JPEG
4737,Tidak ada gerakan,37,2,"(100, 176)",JPEG
4740,Tidak ada gerakan,37,2,"(100, 132)",JPEG
4742,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
4782,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
4804,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
4815,Menarik Tangan Masuk,37,3,"(100, 132)",JPEG
4831,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
4900,Tidak ada gerakan,37,2,"(100, 132)",JPEG
4904,Mengetuk Jari,37,1,"(100, 176)",JPEG
4911,Tidak ada gerakan,37,2,"(100, 176)",JPEG
4919,Mengetuk Jari,37,1,"(100, 132)",JPEG
4929,Tidak ada gerakan,37,2,"(100, 132)",JPEG
4936,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
4947,Tidak ada gerakan,37,2,"(100, 176)",JPEG
4964,Mengetuk Jari,37,1,"(100, 176)",JPEG
4976,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
4980,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
5026,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
5031,Tidak ada gerakan,37,2,"(100, 176)",JPEG
5053,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
5056,Tidak ada gerakan,37,2,"(100, 176)",JPEG
5079,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
5104,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
5111,Mengetuk Jari,37,1,"(100, 176)",JPEG
5185,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
5199,Tidak ada gerakan,37,2,"(100, 176)",JPEG
5200,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
5203,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
5216,Tidak ada gerakan,37,2,"(100, 176)",JPEG
5224,Mengetuk Jari,37,1,"(100, 132)",JPEG
5256,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
5277,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
5336,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
5391,Tidak ada gerakan,37,2,"(100, 176)",JPEG
5422,Menarik Tangan Masuk,37,3,"(100, 132)",JPEG
5426,Tidak ada gerakan,37,2,"(100, 176)",JPEG
5446,Menarik Dua Jari Masuk,37,4,"(100, 132)",JPEG
5451,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
5459,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
5461,Mengetuk Jari,37,1,"(100, 176)",JPEG
5463,Tidak ada gerakan,37,2,"(100, 176)",JPEG
5469,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
5488,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
5499,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
5566,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
5574,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
5641,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
5644,Tidak ada gerakan,37,2,"(100, 176)",JPEG
5649,Tidak ada gerakan,37,2,"(100, 176)",JPEG
5656,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
5677,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
5689,Mengetuk Jari,37,1,"(100, 176)",JPEG
5693,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
5700,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
5725,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
5726,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
5734,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
5736,Tidak ada gerakan,37,2,"(100, 176)",JPEG
5772,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
5788,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
5804,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
5806,Tidak ada gerakan,37,2,"(100, 132)",JPEG
5836,Tidak ada gerakan,37,2,"(100, 132)",JPEG
5839,Tidak ada gerakan,37,2,"(100, 176)",JPEG
5840,Tidak ada gerakan,37,2,"(100, 176)",JPEG
5850,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
5869,Tidak ada gerakan,37,2,"(100, 176)",JPEG
5885,Menarik Tangan Masuk,37,3,"(100, 132)",JPEG
5887,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
5890,Mengetuk Jari,37,1,"(100, 176)",JPEG
5891,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
5893,Menarik Dua Jari Masuk,37,4,"(100, 132)",JPEG
5902,Tidak ada gerakan,37,2,"(100, 176)",JPEG
5905,Tidak ada gerakan,37,2,"(100, 176)",JPEG
5921,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
5936,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
5947,Tidak ada gerakan,37,2,"(100, 176)",JPEG
6023,Tidak ada gerakan,37,2,"(100, 176)",JPEG
6076,Mengetuk Jari,37,1,"(100, 176)",JPEG
6102,Mengetuk Jari,37,1,"(100, 176)",JPEG
6103,Tidak ada gerakan,37,2,"(100, 176)",JPEG
6106,Menarik Tangan Masuk,37,3,"(100, 132)",JPEG
6108,Mengetuk Jari,37,1,"(100, 176)",JPEG
6115,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
6134,Menarik Dua Jari Masuk,37,4,"(100, 132)",JPEG
6151,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
6155,Tidak ada gerakan,37,2,"(100, 176)",JPEG
6173,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
6180,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
6211,Tidak ada gerakan,37,2,"(100, 176)",JPEG
6259,Tidak ada gerakan,37,2,"(100, 176)",JPEG
6260,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
6262,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
6266,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
6290,Mendorong Tangan Menjauh,37,5,"(100, 132)",JPEG
6295,Tidak ada gerakan,37,2,"(100, 176)",JPEG
6301,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
6338,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
6361,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
6366,Mendorong Tangan Menjauh,37,5,"(100, 132)",JPEG
6382,Tidak ada gerakan,37,2,"(100, 176)",JPEG
6400,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
6408,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
6413,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
6415,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
6419,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
6420,Mengetuk Jari,37,1,"(100, 176)",JPEG
6451,Tidak ada gerakan,37,2,"(100, 176)",JPEG
6465,Mengetuk Jari,37,1,"(100, 176)",JPEG
6466,Tidak ada gerakan,37,2,"(100, 176)",JPEG
6480,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
6497,Mengetuk Jari,37,1,"(100, 176)",JPEG
6498,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
6546,Tidak ada gerakan,37,2,"(100, 176)",JPEG
6558,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
6566,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
6567,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
6583,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
6611,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
6643,Tidak ada gerakan,37,2,"(100, 176)",JPEG
6672,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
6694,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
6700,Tidak ada gerakan,37,2,"(100, 176)",JPEG
6715,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
6752,Tidak ada gerakan,37,2,"(100, 176)",JPEG
6753,Menarik Tangan Masuk,37,3,"(100, 132)",JPEG
6757,Mengetuk Jari,37,1,"(100, 176)",JPEG
6814,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
6853,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
6903,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
6906,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
6930,Tidak ada gerakan,37,2,"(100, 176)",JPEG
6942,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
6947,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
6948,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
6949,Menarik Tangan Masuk,37,3,"(100, 132)",JPEG
6989,Mengetuk Jari,37,1,"(100, 176)",JPEG
7025,Tidak ada gerakan,37,2,"(100, 176)",JPEG
7063,Tidak ada gerakan,37,2,"(100, 176)",JPEG
7085,Mengetuk Jari,37,1,"(100, 176)",JPEG
7092,Mengetuk Jari,37,1,"(100, 132)",JPEG
7094,Tidak ada gerakan,37,2,"(100, 176)",JPEG
7099,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
7108,Menarik Dua Jari Masuk,37,4,"(100, 176)",JPEG
7111,Mendorong Tangan Menjauh,37,5,"(100, 176)",JPEG
7115,Menarik Tangan Masuk,37,3,"(100, 176)",JPEG
